game_title,platform,critic_name,review_text,critic_score,global_metascore
rock band 2,wii,Official Nintendo Magazine UK,"Every bit as enjoyable and addictive as Guitar Hero: World Tour. Highly recommended. [May 2009, p.67]",92,92
rock band 2,wii,Nintendo Power,"Buying more Rock Band within six months of the last one is an expensive prospect, but Rock Band 2 is the true Rock Band experience. [Jan 2009, p.88]",90,92
rock band 2,wii,GameDaily,Custom set lists and a new No Fail mode means you can play however and as long as you want. Buy Rock Band 2 and rock through the house.,90,92
rock band 2,wii,IGN,"Aside from a little less detail in the visuals, this is identical to what Xbox 360 and PlayStation 3 players have been playing since September. It's a more user-friendly experience, simultaneously more challenging for the hardcore and more accessible for casuals.",90,92
rock band 2,wii,GameSpy,"With Rock Band 2, Harmonix has created a game that's quick to grow and evolve... just like the music libraries of its ardent fans. If there's any game that reflects the age we live in, and the way that we interact with music, it's Rock Band 2.",90,92
rock band 2,wii,GameZone,"This is a must-have game for the Wii. It transcends generations, and even though expensive, will last for a long time.",90,92
rock band 2,wii,Vandal,"Rock Band 2 offers a fantastic game experience no one should let escape, specially if we count the impressive track list included.",90,92
rock band 2,playstation-3,Playstation Official Magazine Australia,"The best music game currently available. [Feb 2010, p.72]",100,91
rock band 2,playstation-3,GameFocus,"If the first game was a success on so many levels, the sequel brings the same success back but pushes it so high that at this point it will be hard for anyone to catch it up. I can’t finish my review without saying that if you never experienced Rock Band, you’re definitely missing something really special.",96,91
rock band 2,playstation-3,Play UK,"With the incredible tracklist, tweaked engine, new modes and the overwhelming quantity of extra songs available for download, this is easily the best rhythm action game currently sitting on store shelves. It must be said the guitars are still second best, but then nothing’s perfect.",96,91
rock band 2,playstation-3,PGNx Media,"Ultimately, Rock Band 2 is a fantastic title and one that is highly recommended.",95,91
rock band 2,playstation-3,TotalPlayStation,"Add in the fact that Guitar Hero instruments work with Rock Band (and vice-versa), Trophy support and a ton of new music and you have a package that's every bit as attractive as the first game, if not more.",95,91
rock band 2,playstation-3,PlayStation Universe,"Rock Band 2 isn’t a “true” sequel, but it’s the best encore we've ever experienced. Warn your neighbors – this may be their last proper night of sleep for months.",95,91
rock band 2,playstation-3,Gamer 2.0,Rock Band 2 is a solid sequel. Harmonix smoothed out most of the rough edges and added enough new stuff to warrant the full priced upgrade.,93,91
rock band 2,playstation-3,PSX Extreme,"On top of including the songs from RB1, they've also gone and fixed nearly every single issue we've complained about, and then some!",92,91
rock band 2,playstation-3,GameZone,It doesn't get much better than when four people all come together and score a five star on a really rocking song (like Spoonman). This is gaming bliss.,91,91
rock band 2,playstation-3,PSM3 Magazine UK,"Makes you feel more like being in a band, edging out its near rivals. [Issue#174, p.72]",91,91
rock band 2,playstation-3,1UP,The real attraction here is the game's Sticky Fingers-like bulge of music.,91,91
rock band 2,playstation-3,IGN,"Rock Band 2 improves in several areas over the original. The track list is better, the difficulty has been bumped up, it's more accessible, all previously released DLC works from the get-go, and Battle of the Bands is a brilliant online mode. But there's no getting around the fact that almost nothing was done to the main mode, World Tour.",90,91
rock band 2,playstation-3,GameDaily,"Just as sweet as the original. The new Challenge mode, Battle of the Bands and tweaks to the World Tour mode will keep you playing for months.",90,91
rock band 2,playstation-3,Gamestyle,"Rock Band 2 really is the game Rock Band should have been in the first place, but it's nothing more than that.",90,91
rock band 2,playstation-3,Playstation: The Official Magazine (US),"You'd best get ready to rock. [Holiday 2008, p.70]",90,91
rock band 2,playstation-3,Playstation Official Magazine UK,"The seamless integration of its previous content is a massive boon for Rock Band 2 that gives it depth ""Guitar Hero"" can't offer yet. [Christmas 2008, p.112]",90,91
rock band 2,playstation-3,Vandal,"You can say its not very innovative in comparison with the original game. But this is a minor thing if we take into account that this is without doubt the best game in the genre, and a great achievement if we consider the great struggle with its rival, that doesn't lose grip.",90,91
rock band 2,playstation-3,Eurogamer Portugal,"Rock Band 2 may be considered one of the best in the genre, if not the best. If you are a fan of the genre and like large doses of fun, then do not hesitate, Rock Band 2 is waiting for you.",90,91
rock band 2,playstation-3,DarkZero,This is a worthy sequel with a look and feel that are more polished than last year’s effort.,90,91
rock band 2,playstation-3,PS3bloggen.se,"Whilst improving on practically everything that wasn't up to par in the original, this sequel is really only marred by it's delayed release schedule in Europe. A must for all music lovers out there.",90,91
rock band 2,playstation-3,Games Master UK,"A brilliant expansion to one of the year's best games. [Jan 2009, p.74]",89,91
rock band 2,playstation-3,NZGamer,Overall Rock Band 2 makes a few welcome changes to a solid rhythm action title – and the overall soundtrack is a big step up.,88,91
rock band 2,playstation-3,GameSpot,"Even though Rock Band 2 plays it safe with only minor improvements and additions, it still rocks.",85,91
rock band 2,playstation-3,InsideGamer.nl,"Rock Band 2 is a great follow-up to an already good game. The improved track list and World Tour mode, and the implementation of some interesting new options make for a great sequel.",85,91
rock band 2,xbox-360,GamePro,"If you already own the first game and all the instruments, this is a must-own title; if you haven't experienced the magic, this is a great place to start.",100,92
rock band 2,xbox-360,Giant Bomb,It's both a must-own for fans of the genre and a great place for new players to get started.,100,92
rock band 2,xbox-360,GamesRadar+,"It’s not radically different from its already brilliant predecessor (at least not yet), but everything is tighter and runs more smoothly, and there’s an explosive, extended encore.",100,92
rock band 2,xbox-360,GameSpy,"If you've been playing Rock Band regularly over the last 9 months, then you'll find a lot of welcome features -- and tons of more music -- in Rock Band 2.",100,92
rock band 2,xbox-360,G4 TV,Rock Band 2 has a killer track list seemingly compiled from every mix tape you were proud of in college.,100,92
rock band 2,xbox-360,Gamervision,"""Rock Band"" seemed like the definitive music game experience when it came out, and Rock Band 2 has taken it even further, fixing the few things that were wrong with the first and adding a little bit extra to boot.",100,92
rock band 2,xbox-360,Game Chronicles,Perfectly constructed.,100,92
rock band 2,xbox-360,GameShark,"On paper, the new features of the game may not seem like much, but the resulting effort makes it one of the greatest music games available today and destroys any need, or desire, to play the original.",100,92
rock band 2,xbox-360,Boomtown,Rock Band 1 was innovation. Rock Band 2 is perfection. Buy it.,100,92
rock band 2,xbox-360,GameFocus,"If the first game was a success on so many levels, the sequel brings the same success back but pushes it so high that at this point it will be hard for anyone to catch it up. I can’t finish my review without saying that if you never experienced Rock Band, you’re definitely missing something really special.",96,92
rock band 2,xbox-360,Planet Xbox 360,"Between the steady stream of DLC and the ability to import your tracks from the first game, you are unlikely to stop playing Rock Band 2 anytime soon. The added ability to continue your World Tour band online, drum trainer, and daily challenges may sound like small additions, but they greatly enhance and extend the gameplay for what was already a must-own title; at least until the next Guitar Hero is released.",96,92
rock band 2,xbox-360,Destructoid,"Harmonix doesn’t necessarily break any molds with Rock Band 2, but it does a damn good job of perfecting the one it created. There’s little doubt that this sequel will be the life of just about every party for at least another year.",95,92
rock band 2,xbox-360,Kombo,"As mentioned earlier, Rock Band 2 is Harmonix perfecting their established formula with a few gameplay improvements and the addition of some new modes.",95,92
rock band 2,xbox-360,PGNx Media,Rock Band 2 doesn’t revolutionize the series or the genre. It lacks a super defining feature (a la Guitar Hero World Tour’s music creator) but it’s hard to complain when the core game is so good.,95,92
rock band 2,xbox-360,ZTGD,"With 84 tracks on the disc, an additional 20 more coming before year's end and the gigantic amount of improvements to an already stellar game Rock Band 2 is a music game lover's dream come true.",94,92
rock band 2,xbox-360,Gamers' Temple,Rock Band was just the opening act. Rock Band 2 is the real headliner.,94,92
rock band 2,xbox-360,Electronic Gaming Monthly,"And once the music ended, it was pretty clear: Rock Band 2 is another chart-topper. [Nov 2008, p.79]",94,92
rock band 2,xbox-360,Gamer 2.0,Rock Band 2 is a solid sequel. Harmonix smoothed out most of the rough edges and added enough new stuff to warrant the full priced upgrade.,93,92
rock band 2,xbox-360,Game Informer,"It's remarkable what a few adjustments can do. From instruments to user interface to gameplay options, one thing after another makes you nod appreciatively and smile while playing Rock Band 2. [Oct 2008, p.107]",93,92
rock band 2,xbox-360,Talk Xbox,"The game’s still plenty of fun, offers enough challenge without being unbearable, has a couple great additions and will still bring out the inner rocker within you.",93,92
rock band 2,xbox-360,AtomicGamer,"Either way, Rock Band 2 is the best music game on the market right now, and while it may or may not lose that title when Activision's offering is released next month, for now I don't care.",93,92
rock band 2,xbox-360,GamingTrend,"Overall, Rock Band 2 may be mostly incremental in upgrades and seemingly more of the same, but from where I sit on my drum throne, that isn’t a bad thing at all.",93,92
rock band 2,xbox-360,Xbox Achievements,The added online feature for the Band World Tour mode surely makes this the best music game on the market right now.,93,92
rock band 2,xbox-360,Cheat Code Central,"Rock Band 2 is definitely an upgrade over its previous entry. Although its best feature is probably the 80+ songs that come with it, you'll find a whole host of new and upgraded features that will keep you rocking for quite some time. Even if you have never rocked before, Rock Band's No-Fail mode makes this one an easy choice for casual or new players.",92,92
rock band 2,xbox-360,GameTrailers,"Rock Band 2 will be disappointing if you’re looking for drastic changes. Most of the upgrades are subtle, and you’re basically getting a ton of downloadable content at a great price. For our time and money, it’s worth every penny.",92,92
rock band 2,xbox-360,MEGamers,Some might complain that the game is too similar to the Rock Band released last year. But the minor tweaks and the huge music collection make this game a must buy.,92,92
rock band 2,xbox-360,XboxAddict,"In summary, Rock band 2 is well worth the purchase especially is you own the instruments from the previous version.",92,92
rock band 2,xbox-360,Da Gameboyz,"Bottomline, there are a lot more improvements here then I was expecting as Harmonix did so much more then just update the set-list.",92,92
rock band 2,xbox-360,TeamXbox,"The new modes (Battle of the Bands, for instance), expanded online functionality and large song library offer a lot for players to do. Otherwise, nothing in the fundamental gameplay has changed.",91,92
rock band 2,xbox-360,1UP,"The real attraction here is the game's ""Sticky Fingers""-like bulge of music. With 84 tunes on the disc (all are original recordings) and 20 free downloads form the online store, Rock Band 2 is simply the cheapest way to beef up your library.",91,92
rock band 2,xbox-360,Game Revolution,"Rock Band 2 is THE definitive version of its revolutionary progenitor– better instruments, better online modes, and a wickedly better song list – taking its place as one of the greatest multiplayer games of our generation. Where Rock Band 2 doesn’t innovate, it polishes and tweaks until it KILLS.",91,92
rock band 2,xbox-360,The A.V. Club,Rock Band steps up from clubs to arenas and barely misses a beat.,91,92
rock band 2,xbox-360,GameZone,An excellent sequel to Harmonix's new music franchise.,91,92
rock band 2,xbox-360,IGN,"The track list is better, the difficulty has been bumped up, it's more accessible, all previously released DLC works from the get-go, and Battle of the Bands is a brilliant online mode. But there's no getting around the fact that almost nothing was done to the main mode, World Tour.",90,92
rock band 2,xbox-360,Official Xbox Magazine,"At its worst, Rock Band 2 feels like a massive expansion pack that fills in the gaps from the original game. At its best, it’s a rewarding and refined excuse to pick up your fake career where you left off — laughing and rocking with friends near and far for a group thrill that few other games can deliver.",90,92
rock band 2,xbox-360,Worth Playing,"It does a lot to cater to nearly all skill levels and playing styles, and it's one of the most user-friendly rhythm games ever published.",90,92
rock band 2,xbox-360,GameDaily,The new Challenge and Battle of the Bands modes and tweaks to the World Tour mode will keep you playing for months.,90,92
rock band 2,xbox-360,Yahoo!,"Whether or not you grab the new hardware, there is no question that the stand-alone Rock Band 2 game is worth its $60 price tag. Heck, you'd pay twice that just to download the 84 new songs; toss in the new online functionality, Battle of the Bands and the Drum Trainer and you get another desert island classic.",90,92
rock band 2,xbox-360,Wired,"Rock Band 2 is a massive bullet-point list of new features, each of which makes playing the game a little bit more fun, a little bit less annoying. MTV has played it very safe: It has not broken anything, but neither has it taken any great risks to add any feature that is mind-blowingly new, the way it did when it added drumming and vocals to Guitar Hero in the first place.",90,92
rock band 2,xbox-360,Thunderbolt,"While nothing terribly new has made its way onto the new disc, the amount of songs more than covers the price of admission. And you won't even have to sit through any putrid local opening acts.",90,92
rock band 2,xbox-360,Video Game Talk,"While a few songs suffer from note repetition, the overall mix is robust and fun to play. For anyone who enjoyed Guitar Hero or Rock Band, Rock Band 2 is a no-brainer.",90,92
rock band 2,xbox-360,Console Gameworld,"Fans of the original Rock Band will probably find Rock Band 2 worth it both for the large new tracklist and the numerous engine improvements, while newcomers to the series will enjoy one of the most polished music game experiences to date.",90,92
rock band 2,xbox-360,GamerNode,"It doesn't drastically shake up the formula, but it does come one step closer to perfecting it.",90,92
rock band 2,xbox-360,Eurogamer,"More or less every concern and complaint we had about the original game has been addressed, the new tracklist is very much to our taste (with 20 more free songs to come, remember), and with the rebalancing of difficulty, modes like Battle of the Bands and the No Fail modifier and Drum Trainer, Harmonix has completed the awkward job of broadening the game's appeal at both ends of the skill spectrum successfully. It's an excellent, measured sequel that should appeal to all.",90,92
rock band 2,xbox-360,Kikizo,A significant enough step up from the original to warrant your renewed attention this year.,90,92
rock band 2,xbox-360,Edge Magazine,"By polishing away blemishes, Rock Band 2 carefully improves on its predecessor. Those expecting the likes of music-making functionality perhaps aren’t quite on Rock Band’s wavelength, which is about performance, not creativity. [Dec 2008, p.85]",90,92
rock band 2,xbox-360,Deeko,"While Rock Band 2 did not create or redefine the rhythm game genre, it is a very worthy addition to any game library.",90,92
rock band 2,xbox-360,X-ONE Magazine UK,"Rock Band 2 includes substantial improvements and a better setlist over its predecessor, making it the must-own music game for the 360. [Issue#39]",90,92
rock band 2,xbox-360,360 Gamer Magazine UK,"RB2 improves on the original and does enough to distance itself from main rival GH, although uncanny similarity to the first game might leave a sour taste in the mouths of those that already bought one Rock Band game this year. Still, it’s the most refined and thorough example of the genre so far and for that alone must be applauded.",90,92
rock band 2,xbox-360,Meristation,"Rock Band 2 is, basically, everything that the first one had. Which is not good, but great news. But everything that Harmonix has added this time makes the package even better. Improved, more sensitive instruments, the great backwards compatibility and indeed the new online co-op for both Band Tour and Multiplayer modes are the best of the mix. One of the few games which a sequel makes sense.",90,92
star wars: lethal alliance,psp,Play Magazine,"Rianna's a refreshing refrain from the traditional light-saber-wielding goon. [Mar 2007, p.66]",75,61
star wars: lethal alliance,psp,GameSpot,"The shooting elements are uninspired, but Lethal Alliance features enough variety to please action and Star Wars fans alike.",71,61
star wars: lethal alliance,psp,Games Master UK,"It's decent enough, but it's sloppy and a general lack of excitement hurt it. [Jan 2007, p.76]",71,61
star wars: lethal alliance,psp,Game Chronicles,"Taken as a whole, Lethal Alliance lacks that variety required to keep a game engaging from start to finish.",71,61
star wars: lethal alliance,psp,Official Playstation 2 Magazine UK,"An original and entertaining addition to the Star Wars canon with great new characters and some cracking action. [Christmas 2006, p.86]",70,61
star wars: lethal alliance,psp,PSW Magazine UK,"Fans will love this, but most will be better off with ""Star Wars: Battlefront II.""",70,61
star wars: lethal alliance,psp,Cheat Code Central,"While this game takes place between the last and the very first Star Wars episode, I was expecting a bit more revelation in the storyline, instead it only reinforces what we already know.",70,61
star wars: lethal alliance,psp,PALGN,"A decent, variable and exciting action game and fans of Star Wars have a game that won’t leave them cringing.",70,61
star wars: lethal alliance,psp,GameZone,There’s a lot of variety to the levels and the teamwork aspect is pretty good but ultimately this is a portable action game that could have a lot better.,70,61
star wars: lethal alliance,psp,IGN,"In short, it looks good, runs well and only suffers from a few glitches here and there.",70,61
star wars: lethal alliance,psp,Thunderbolt,"The graphics are by far the best part of the game, but the new stylish camera techniques and gameplay ideas will interest Star Wars fans who don't mind some artistic experimentation with the series. All in all, Lethal Alliance is a good, if unremarkable, outing on the floundering system.",70,61
star wars: lethal alliance,psp,Play UK,"It's just too much of a chore and with the Star Wars link tenuous at best, it'd be better if you left this on a shelf far, far away. [Issue 148, p.90]",67,61
star wars: lethal alliance,psp,Game Informer,"There’s certainly a lot to love, yet equally as much to shake your fist and scream obscenities at in Lethal Alliance.",65,61
star wars: lethal alliance,psp,PSM Magazine,"It's rough around the edges, but it's still pretty fun overall. [Feb. 2007, p.84]",65,61
star wars: lethal alliance,psp,Digital Entertainment News,"Somewhat engaging. Numerous shortcomings prevent it from being widely recommendable, but for a quick action fix Star Wars: Lethal Alliance will get the job done.",65,61
star wars: lethal alliance,psp,Pocket Gamer UK,Not the best Star Wars game in the canon – weak mission design and targeting issues hold it back – but it's still a fun distraction for series aficionados and PSP action adventure fans alike.,60,61
star wars: lethal alliance,psp,GameSpy,Star Wars: Lethal Alliance does little to differentiate itself from the herd of third-person action games on PlayStation Portable. The Star Wars inclusion is too subtle to be considered a benefit and the action is ho-hum.,60,61
star wars: lethal alliance,psp,Total Video Games,"Like a number of Star Wars titles in the past, Lethal Alliance tries to introduce a new facet to the already rich sci-fi mythology, but ultimately fails in its execution. Instead, the gameplay quickly boils down to a repetitive experience, with bland environments playing host to a seemingly endless number of bland shoot out.",60,61
star wars: lethal alliance,psp,GamePro,"There are much better action games out on the PSP than this one, so pass it by unless you're obsessed with Star Wars.",60,61
star wars: lethal alliance,psp,Deeko,"An exercise in mediocrity. The visual and aural presentation is great, but the single player game is riddled with moments of sheer tedium and you'll soon find yourself in situations you've seen over and over again. It's beyond repetitive and lacks any real fun factor.",55,61
star wars: lethal alliance,psp,GameDaily,"Lethal Alliance feels outdated, thanks to boring missions and a lame two-player Ad Hoc battle mode. Furthermore, the haphazard targeting system and ghosting certainly don't help matters.",50,61
star wars: lethal alliance,psp,GamesRadar+,"The very definition of mediocre. The storyline isn't integral enough to the gameplay experience to really snag fans, and the gameplay won't do much for anyone else.",50,61
star wars: lethal alliance,psp,Eurogamer,"A pretty game set in a compulsive universe which is sneakily derivative and, at its heart, stale, repetitive, average and lacking in any meaningful creativity.",50,61
star wars: lethal alliance,psp,VideoGamer,"Lethal Alliance is not a total dud and, if you can forgive its repetitive nature, there is a fair amount of entertainment to be had when played in short bursts, but fans still deserve much more than that from a Star Wars game.",50,61
star wars: lethal alliance,psp,Pure Magazine UK,"A rather dull plod that feels like you are being led through the whole thing rather than playing it. [Jan 2007, p.67]",50,61
star wars: lethal alliance,psp,The A.V. Club,"The security mini-games are inscrutable, due to poor instructions and confusing interfaces.",50,61
star wars: lethal alliance,psp,Gaming Age,"Fans of the series will no doubt enjoy the added bit of mythology that fills in some of the gaps between Episodes III and IV, and even general action fans should get a bit of enjoyment out of Lethal Alliance.",50,61
star wars: lethal alliance,psp,Electronic Gaming Monthly,"Even with my ""I dig all things Star Wars"" glasses on, I still realize this is an average-at-best game. [Feb. 2007, p.99]",48,61
star wars: lethal alliance,psp,PSM3 Magazine UK,"Tedious gameplay with stitched-on flying bits? You've got yourself another drab Star Wars adventure. Rubbish. [Jan 2007, p.68]",47,61
star wars: lethal alliance,psp,games(TM),"This is gaming for the masses; completely undemanding and uninspired, but solid enough to appease the cerebrally challenged. [Jan 2007, p.116]",40,61
star wars: lethal alliance,psp,The Sydney Morning Herald,"Hand-held technology may be perfectly capable but this game has little of the humour, adventure and excitement you would expect from that galaxy far, far away.",40,61
glory of heracles,ds,RPG Fan,"I worry that many RPG fans will pass over this game when, in actuality, they would really enjoy it if they gave it a chance.",85,69
glory of heracles,ds,Nintendo Gamer,"Strong in every department, from story to combat to graphics. [Mar 2010, p.60]",84,69
glory of heracles,ds,Cheat Code Central,"Our disappointment with the mini-games and minor pacing issues is ultimately outweighed by an innovative and enjoyable battle system. You'll get a lot of bang for your buck here too. The story is funny, the characters completely loveable, and the interface is a treat to tinker around with.",80,69
glory of heracles,ds,Da Gameboyz,"I’m reasonably sure it may not be the most in-depth RPG out there today, but as someone that traditionally doesn’t play the genre I found Glory of Heracles for the Nintendo DS both accessible and a lot of fun to play.",80,69
glory of heracles,ds,Game Revolution,"While it's not up to the standards that Square-Enix have set in the past for the genre, Paon and Nintendo have a solid RPG on their hands.",75,69
glory of heracles,ds,Gaming Age,"Visually the game makes use of 3D to emulate 2D style sprites, and it's certainly a unique look.",75,69
glory of heracles,ds,Nintendojo,"Glory of Heracles is a game that requires managed expectations. If you dive into it expecting lots of mythology fan service, an unforgettable story and hardcore challenge, you'll be disappointed. Instead, this is a game with a detailed yet very usable and well-designed interface that you'll grow to love, and it's particularly accessible to both new and seasoned RPG players.",75,69
glory of heracles,ds,Digital Chumps,"If you're into classic RPGs and/or don't mind stepping back into some randomized battles, the game is well worth the price of $29.99. Otherwise, look for a more modern RPG.",72,69
glory of heracles,ds,Nintendo Life,"At the very least, Glory of Heracles is yet another enjoyable title to add to the ever-increasing DS line of RPGS and that's certainly not a bad thing.",70,69
glory of heracles,ds,Nintendo Power,"Though Glory of Heracles may not be revolutionary, however, it's still ultimately solid fun. [Feb 2010, p.90]",70,69
glory of heracles,ds,Kombo,"Glory of Heracles kicks off with a lot of promise. The intro video gets you pumped, the tutorial gets you ready to explore the deep combat system, and the combat visuals impress right from the start. Unfortunately, once the initial excitement wears off, the game becomes a bit repetitive and boring.",70,69
glory of heracles,ds,GameFocus,"For those who are looking for a grossly engaging and absorbing challenge, you won’t find that here. It is a fine first release in North America, so here’s hoping that if a sequel is in the cards, more effort is put into giving everyone a more expansive experience.",70,69
glory of heracles,ds,NintendoWorldReport,I wish The Glory of Heracles had taken a few more risks.,70,69
glory of heracles,ds,GameTrailers,"It's nice to see Nintendo take a chance on a franchise that's untested overseas, but Glory of Heracles doesn't leave a good first impression. It's simply too linear and devoid of the frills we've come to expect from an RPG. With better options on the market, simply being average doesn't come close to the Herculean effort the series needs.",68,69
glory of heracles,ds,GameSpot,Besting this generic role-playing game's pushover difficulty and humdrum gameplay is no heroic task.,65,69
glory of heracles,ds,GameZone,"Glory of Heracles is a workhorse RPG that doesn’t do much to stand out against far superior RPGs on the system. The story is uninteresting, the gameplay is bland, and the whole affair is far too easy.",65,69
glory of heracles,ds,Extreme Gamer,"The Glory of Heracles is a decent attempt at an RPG. Some of the right elements are there, but they aren't used well enough to make this game a must-have.",65,69
glory of heracles,ds,IGN,,60,69
glory of heracles,ds,RPGamer,"All things considered, Glory of Heracles isn't an amazing game, but it has enough charm to satisfy RPGamers looking for a simple, story-driven JRPG.",60,69
glory of heracles,ds,Modojo,"Glory of Heracles is a good RPG that looks and feels too similar to the competition. That'll please fans that eat this stuff up, but we'll wait for a quest worthy of the gods.",60,69
glory of heracles,ds,Armchair Empire,"While it may appear that Glory of Heracles is overridden with negatives, it still equals an overall solid RPG adventure, with a well written localization that helps establish its charm when the graphics fail to do so.",60,69
glory of heracles,ds,Worth Playing,"Overall, there's very little that can be said about Glory of Heracles that sets it apart from the pack.",60,69
glory of heracles,ds,Metro GameCentral,The old school origins are rather too obvious in this competent but predictable Japanese role-player.,50,69
resident evil: revelations,playstation-3,Game Informer,"This former 3DS game doesn’t stand toe-to-toe with the best console shooters, but it’s a faithful port. Revelations has a lot to offer fans of the series and players looking for a more evenly paced, thoughtful shooter.",88,74
resident evil: revelations,playstation-3,EGM,"While it doesn’t completely escape the shortcomings of its original outing, Capcom’s HD-ified version of Resident Evil: Revelations is still as fun and enthralling as it was on the 3DS—while now also benefiting from the improvements in controls, visuals, and audio that other gaming platforms can offer. If you previously missed this chapter of the legendary Resident Evil saga, this is the best way to rectify that.",85,74
resident evil: revelations,playstation-3,Impulsegamer,"In the end, Resident Evil Revelations is one of the best Resident Evil releases for the home console that offers players around 10 hours of addictive and adrenaline pumping moments in the campaign mode.",85,74
resident evil: revelations,playstation-3,Everyeye.it,"The HD edition is well optimized on the technical side, and looks good on the console hardware. Yet, despite the commitment, the selling price should be lower.",85,74
resident evil: revelations,playstation-3,CD-Action,"After RE6 I was convinced that there’s no hope for the series. Luckily there are still people in Capcom who try to preserve Resident Evil’s unique personality as a survival horror where every bullet and every dodge count. Revelations is the best Resident Evil in years. [CD-Action 07/2013, p.58]",85,74
resident evil: revelations,playstation-3,LaPS4,"One of the most interesting games of the Resident Evil series in this generation. The respect for the origins of the franchise is total, but that does not stop the game from innovating in the interactions. In addition, the atmosphere achieved seduces all lovers of terror, except for enemies who are not charismatic and spoil an overall finish that would have been outstanding. Their adaptation to consoles is remarkable, and the technical aspects are good, despite coming from Nintendo 3DS.",83,74
resident evil: revelations,playstation-3,Gamers' Temple,Resident Evil: Revelations is just as memorable as it was on 3DS.,83,74
resident evil: revelations,playstation-3,GameTrailers,"If you’ve played Revelations before, you’ll find few differences here with only a few new characters in raid mode and an infernal difficulty that remixes enemies and item locations for those seeking an extreme challenge. If you’ve yet to play it, this is a viable hybrid of old-evil sensibilities and new-evil action. All things considered, not a bad mutation.",82,74
resident evil: revelations,playstation-3,PSX Extreme,"Resident Evil: Revelations is engrossing and legitimately frightening. The important control option, coupled with the drastically upgraded graphics and excellent atmosphere, makes this a very playable experience.",81,74
resident evil: revelations,playstation-3,GamingTrend,"Does it push the graphical prowess of the PS3? Not even close. Does it have a coherent story? No, but it’s better than most of the Resident Evil stories in the franchise.",80,74
resident evil: revelations,playstation-3,Multiplayer.it,Revelations is one of the most interesting episodes of the saga on the home consoles and PC as it was on 3DS.,80,74
resident evil: revelations,playstation-3,Slant Magazine,"Portions of the game may deliver high-octane thrills, but its paramount moments are frightening because they're understated.",80,74
resident evil: revelations,playstation-3,Official PlayStation Magazine Benelux,"Resident Evil: Revelations' Story is split up into episodes. Alan Wake has already taught us that this is a very effective way of making sure your game has breakneck pace. Maybe we watched too much Lost, but you have to be one cold dude not wanting to now what is going to happen next in this game. [June 2013, p.72]",80,74
resident evil: revelations,playstation-3,PlayStation Universe,"Resident Evil: Revelations is a superb return to form for the franchise, sadly let down by sluggish character movement and awkward combat.",75,74
resident evil: revelations,playstation-3,IGN,"With its welcome return to classic-style horror action, Resident Evil: Revelations is very much worth playing in its HD form for its atmosphere and scares alone. However, if you’ve got the choice between the remake and the original, stick with the one you can carry in your pocket.",75,74
resident evil: revelations,playstation-3,IGN Italia,"Something was lost in the transition from the 3DS to the couch: despite a very (and a little too much) faithful conversion, Resident Evil Revelations shows drawbacks and missteps that were absent in the stellar, original release.",75,74
resident evil: revelations,playstation-3,PlaySense,"For the first time ever a game is ported from the Nintendo 3DS to the PlayStation 3. We're happy to report that this strange enterprise has turned out to be successful. The classical RE gameplay is back; claustrophobic and exciting! There's hardly any extra's and the price is a bit steep, but fans of Resident Evil shouldn't hesitate about buying this.",75,74
resident evil: revelations,playstation-3,InsideGamer.nl,"It isn't the great port that it should have been, but the entertaining single player and the at least as much fun Raid-mode do make up for this partly. The budget and scale of the game is quite obviously smaller, but it gives you an old-fashioned exciting Resident Evil-game in return that plays it safe, which actually makes it quite refreshing.",75,74
resident evil: revelations,playstation-3,Play UK,"Plus,it's got Chris Redfield in it. [Issue#232, p.80]",71,74
resident evil: revelations,playstation-3,Playstation Official Magazine UK,"Like one of nature’s colossal ice cubes trying to crash poor Leo and Kate’s trip, Revelations sadly hits a stumbling block. In one key area, the action has unforgivably regressed from 2005’s Resi 4. Specifically, enemies now barely react to your bullets.",70,74
resident evil: revelations,playstation-3,games(TM),"This is the best way to experience Revelations, but it's too indecisive about its approach and not nearly polished enough to work its way into the must-play category for entrenched Resi fans. [Issue#136, p.109]",70,74
resident evil: revelations,playstation-3,GameSpot,"Revelations is competent enough to remind you of what Resident Evil can be, even if it doesn't get under your skin the way the best games in the series do.",65,74
resident evil: revelations,playstation-3,NZGamer,"As it currently plays, Resident Evil Revelations on the PS3 plays like an upscaled HD version of a 3DS title. Which it is. For some games, that might be a great thing; for this survival horror experience, it most certainly is not.",60,74
resident evil: revelations,playstation-3,Push Square,"There are some neat moments on offer, and the Raid mode is a surprisingly enjoyable addition, but it’s a largely forgetful title, lost in a sea of much more memorable adventures.",60,74
resident evil: revelations,playstation-3,D+PAD Magazine,"Really, the only thing that makes Resident Evil: Revelations notable is the apparent lack of knowledge of what makes a game scary. That’s a charge that couldn’t even be fairly levelled at the current-generation entries into the series but, sadly, it’s one that’s fair to level at Resident Evil: Revelations.",60,74
resident evil: revelations,playstation-3,Digital Spy,"However, while this HD version doesn't offer many valuable improvements over the 3DS version, at its core Resident Evil: Revelations HD has the look and feel of a classic Resident Evil game, which makes it a welcome part of the franchise.",60,74
resident evil: revelations,playstation-3,Hyper Magazine,"Careless, clumsy, and ugly as sin, Revelations may have been great on 3DS, but is out of its depth on a home console. [July 2013, p.80]",60,74
