GPID,GameID,difficulty_easy,difficulty_just_right,difficulty_simple,difficulty_tough,difficulty_unforgiving,play_time_lt_1_hour,play_time_ge_80_hours,play_time_approx_1_hour,play_time_approx_12_hours,play_time_approx_2_hours,play_time_approx_20_hours,play_time_approx_4_hours,play_time_approx_40_hours,play_time_approx_60_hours,play_time_approx_8_hours,completion_beat_it,completion_conquered_it,completion_halfway,completion_played_it,completion_tried_it,difficulty_avg,completion_avg,playtime_avg
2462,2462,46.15,23.08,30.77,0.0,0.0,0.0,30.0,10.0,0.0,0.0,20.0,0.0,0.0,30.0,10.0,28.57,10.71,3.57,17.86,39.29,1.2308,2.2140999999999997,46.85
2463,2463,26.92,56.41,5.13,7.69,3.85,2.78,19.44,8.33,13.89,0.0,11.11,2.78,22.22,13.89,5.56,23.88,5.97,15.67,29.85,24.63,1.7949000000000002,2.0522,37.28825
2464,2464,11.54,57.69,0.0,23.08,7.69,0.0,6.67,0.0,33.33,6.67,26.67,0.0,0.0,6.67,20.0,28.81,25.42,1.69,20.34,23.73,2.1922999999999995,2.6437,20.405
2465,2465,3.71,73.05,0.78,20.7,1.76,5.63,10.63,7.81,10.0,5.94,22.19,7.81,13.75,3.75,12.5,40.92,20.68,3.75,18.41,16.23,2.1797,2.8854,23.41855
2466,2466,21.88,56.25,6.25,12.5,3.13,0.0,8.7,0.0,30.43,4.35,43.48,0.0,0.0,4.35,8.7,40.35,19.3,8.77,22.81,8.77,1.8751999999999998,2.8772,22.700599999999998
2467,2467,64.56,23.42,10.44,0.95,0.63,0.0,1.73,0.0,48.05,0.43,15.15,3.9,2.6,0.0,28.14,42.68,32.44,9.76,9.27,5.85,1.2658,3.3511999999999995,13.6358
2468,2468,64.56,23.42,10.44,0.95,0.63,0.0,1.73,0.0,48.05,0.43,15.15,3.9,2.6,0.0,28.14,42.68,32.44,9.76,9.27,5.85,1.2658,3.3511999999999995,13.6358
2469,2469,5.22,37.31,2.24,48.51,6.72,0.0,70.0,1.43,0.0,0.0,1.43,1.43,10.0,15.71,0.0,29.28,16.57,19.34,27.62,7.18,2.4777,2.5688,69.77635000000001
2470,2470,54.17,37.5,2.08,4.17,2.08,6.67,0.0,0.0,36.67,6.67,3.33,20.0,0.0,3.33,23.33,30.77,31.87,2.2,23.08,12.09,1.5000000000000002,2.9012999999999995,9.930900000000001
2471,2471,6.17,72.84,1.23,17.28,2.47,0.0,1.67,0.0,10.0,1.67,55.0,5.0,18.33,0.0,8.33,33.59,26.56,7.81,14.06,17.97,2.1233,2.8825,21.767799999999998
2472,2472,6.9,82.76,2.3,8.05,0.0,0.0,0.0,0.0,11.27,0.0,38.03,0.0,46.48,0.0,4.23,18.26,53.04,6.96,12.17,9.57,1.9887000000000004,3.2086,27.8888
2473,2473,26.09,56.52,8.7,8.7,0.0,0.0,0.0,5.26,0.0,47.37,5.26,15.79,5.26,0.0,21.05,55.56,13.89,0.0,5.56,25.0,1.7392999999999998,3.0836,6.4453
2474,2474,11.67,48.33,1.67,35.0,3.33,6.0,2.0,0.0,26.0,2.0,12.0,16.0,2.0,0.0,34.0,65.75,6.85,10.96,12.33,4.11,2.2499000000000002,3.2876,11.38
2475,2475,7.52,85.71,2.26,3.76,0.75,10.19,0.93,2.78,12.04,4.63,38.89,0.0,22.22,1.85,6.48,25.81,42.4,3.23,14.75,13.82,1.9472999999999998,3.0786999999999995,20.691599999999998
2476,2476,7.58,75.03,1.57,13.46,2.35,3.68,9.93,3.86,23.16,3.86,25.18,6.07,11.03,4.6,8.64,39.25,37.48,3.98,11.63,7.66,2.0664000000000002,3.3416999999999994,23.9985
2477,2477,3.05,68.16,0.67,24.21,3.91,3.02,16.07,2.75,12.64,2.61,20.6,4.26,27.75,5.08,5.22,42.53,33.4,4.33,13.4,6.33,2.2439999999999998,3.3211,33.32495
2478,2478,5.32,61.25,1.84,26.99,4.6,2.37,16.72,2.05,13.88,1.58,22.08,4.73,23.19,5.84,7.57,35.53,27.63,6.36,18.2,12.28,2.2443,2.9584,33.09795
2479,2479,12.5,73.44,3.91,7.81,2.34,10.87,0.0,9.78,3.26,13.04,16.3,22.83,5.43,1.09,17.39,39.53,26.98,2.33,16.74,14.42,1.9374,3.0186,9.2
2480,2480,5.1,58.32,1.58,30.86,4.13,6.51,24.16,2.6,7.25,2.97,16.36,4.65,23.42,7.43,4.65,45.42,26.05,8.11,17.46,2.96,2.2828999999999997,3.2252000000000005,37.991499999999995
2481,2481,22.58,51.61,3.23,21.29,1.29,0.99,9.9,0.0,17.82,0.99,26.73,3.96,25.74,9.9,3.96,26.91,29.66,6.36,17.16,19.92,1.9677,2.7608000000000006,32.1453
2482,2482,6.47,56.83,0.0,34.53,2.16,0.0,3.66,0.0,17.07,0.0,46.34,2.44,17.07,4.88,8.54,38.43,23.13,8.19,17.08,13.17,2.302,2.9286999999999996,24.781200000000002
2483,2483,4.55,61.36,0.0,31.82,2.27,0.0,7.41,0.0,14.81,0.0,29.63,7.41,40.74,0.0,0.0,25.53,30.85,6.38,21.28,15.96,2.2954000000000003,2.7552,30.2236
2484,2484,6.32,54.74,2.11,25.26,11.58,0.0,16.98,3.77,15.09,3.77,30.19,9.43,15.09,1.89,3.77,36.26,13.74,10.99,18.68,20.33,2.2843,2.6099,29.375849999999996
2485,2485,7.49,60.3,0.37,28.09,3.75,0.0,8.02,0.0,9.88,1.85,28.4,1.23,31.48,7.41,11.73,32.6,33.33,8.42,13.74,11.9,2.2398000000000002,3.062,31.3442
2486,2486,11.16,69.64,4.46,12.95,1.79,0.0,75.56,0.0,1.11,1.11,5.56,0.0,7.78,6.67,2.22,18.37,7.23,22.29,42.17,9.94,1.9912,1.9909000000000003,69.007
2487,2487,20.41,44.9,8.16,10.2,16.33,0.0,7.69,0.0,23.08,7.69,15.38,19.23,0.0,3.85,23.08,29.35,19.57,3.26,26.09,21.74,1.9795999999999998,2.5003,17.077
2488,2488,4.08,26.53,0.0,48.98,20.41,0.0,3.33,0.0,33.33,0.0,16.67,13.33,10.0,6.67,16.67,37.5,16.25,10.0,18.75,17.5,2.6531000000000002,2.7125,19.8664
2489,2489,5.04,58.7,0.64,33.35,2.27,0.36,64.33,0.22,3.26,0.36,5.28,1.23,12.23,10.71,2.03,27.02,23.92,15.89,22.77,10.39,2.2994000000000003,2.687,64.4527
2490,2490,12.9,54.84,1.61,20.97,9.68,0.0,0.0,2.63,31.58,2.63,5.26,15.79,2.63,5.26,34.21,13.79,39.08,10.34,19.54,17.24,2.1614,2.6894,12.48375
2491,2491,15.0,60.0,5.0,15.0,5.0,0.0,11.76,0.0,29.41,11.76,23.53,5.88,0.0,5.88,11.76,18.75,18.75,10.0,25.0,27.5,2.0,2.225,22.582400000000003
2492,2492,13.04,60.87,8.7,13.04,4.35,0.0,7.69,7.69,23.08,0.0,15.38,7.69,7.69,23.08,7.69,26.09,28.26,8.7,19.57,17.39,1.9565000000000001,2.7176000000000005,29.882850000000005
2493,2493,11.93,69.72,4.59,12.84,0.92,0.0,27.66,0.0,6.38,0.0,19.15,0.0,25.53,21.28,0.0,18.29,17.14,10.29,33.71,20.57,1.9724000000000002,2.1658,49.70360000000001
2494,2494,15.89,58.88,8.41,14.95,1.87,0.0,24.44,2.22,11.11,0.0,22.22,0.0,26.67,13.33,0.0,21.8,5.69,16.59,35.07,20.85,1.9252,1.9906,44.0063
2495,2495,7.69,74.36,0.0,12.82,5.13,4.76,19.05,0.0,4.76,0.0,52.38,0.0,14.29,4.76,0.0,24.62,30.77,15.38,20.0,9.23,2.1026,2.8155,34.9068
2496,2496,7.18,74.64,4.78,12.92,0.48,8.05,8.05,3.45,13.79,6.9,21.84,13.79,8.05,5.75,10.34,31.13,9.27,14.24,38.41,6.95,2.0144,2.3544,20.74735
2497,2497,6.3,76.76,2.91,12.35,1.69,4.05,12.55,4.45,14.57,3.24,22.27,6.48,16.6,5.67,10.12,38.77,18.43,5.4,27.97,9.43,2.0485,2.77,27.480749999999997
2498,2498,16.67,66.67,4.17,12.5,0.0,0.0,15.38,0.0,7.69,7.69,7.69,7.69,15.38,0.0,38.46,24.72,12.36,2.25,33.71,26.97,1.9167999999999998,2.135,24.455
2499,2499,8.0,80.0,4.0,6.0,2.0,0.0,4.76,0.0,14.29,4.76,42.86,9.52,23.81,0.0,0.0,22.89,14.46,18.07,32.53,12.05,1.96,2.3011999999999997,24.0948
2500,2500,12.86,72.86,2.86,10.0,1.43,9.38,21.88,3.13,9.38,3.13,9.38,6.25,12.5,12.5,12.5,21.48,11.11,6.67,41.48,19.26,1.9572999999999998,2.0444,34.42765
2501,2501,3.48,36.71,0.63,52.53,6.65,0.0,9.26,0.24,23.52,0.71,28.98,2.14,15.2,4.51,15.44,40.29,17.22,9.98,15.29,17.22,2.5507,2.8251,26.1486
2502,2502,34.21,50.0,10.53,2.63,2.63,0.0,13.04,4.35,17.39,0.0,17.39,4.35,30.43,0.0,13.04,26.79,32.14,16.07,16.07,8.93,1.6051999999999997,2.9286000000000003,29.40775
2503,2503,48.0,20.0,8.0,20.0,4.0,0.0,0.0,0.0,15.79,0.0,36.84,10.53,5.26,5.26,26.32,52.94,23.53,8.82,5.88,8.82,1.68,3.3821999999999997,17.0496
2504,2504,19.05,61.9,4.76,9.52,4.76,0.0,6.67,6.67,13.33,6.67,13.33,13.33,0.0,6.67,33.33,43.33,23.33,3.33,16.67,13.33,1.9044999999999999,3.033000000000001,16.969950000000004
2505,2505,17.13,66.2,3.7,12.04,0.93,0.67,9.33,0.0,24.0,1.33,18.0,8.67,12.67,5.33,20.0,48.99,17.06,4.59,17.25,12.11,1.9213999999999998,3.0274,24.1901
2506,2506,18.75,56.25,18.75,0.0,6.25,0.0,0.0,0.0,41.67,0.0,16.67,8.33,8.33,8.33,16.67,35.29,8.82,0.0,35.29,20.59,1.6875,2.3232,18.3312
2507,2507,4.17,70.83,8.33,8.33,8.33,0.0,0.0,10.0,30.0,0.0,20.0,0.0,30.0,10.0,0.0,12.31,6.15,10.77,41.54,29.23,2.0414000000000003,1.6614999999999998,25.65
2508,2508,0.44,13.51,0.22,71.02,14.81,0.96,35.0,4.42,7.88,5.38,10.0,5.77,17.31,7.88,5.38,39.01,13.97,15.5,24.45,7.07,2.8517,2.7444,43.39810000000001
2509,2509,26.87,59.7,5.97,7.46,0.0,0.0,0.0,0.0,39.34,0.0,49.18,0.0,4.92,0.0,6.56,50.53,31.58,5.26,8.42,4.21,1.7462,3.5159,17.0496
2510,2510,24.0,44.0,8.0,16.0,8.0,0.0,0.0,0.0,50.0,0.0,27.27,4.55,13.64,4.55,0.0,33.33,37.04,0.0,18.52,11.11,1.92,3.1111,19.822000000000003
2511,2511,12.33,65.75,0.68,19.18,2.05,0.0,0.89,0.0,35.71,1.79,41.96,3.57,8.04,1.79,6.25,39.8,20.92,6.12,19.39,13.78,2.0820000000000003,2.8829,18.3578
2512,2512,11.11,61.11,5.56,22.22,0.0,0.0,7.14,0.0,21.43,0.0,42.86,7.14,14.29,0.0,7.14,33.33,6.67,2.22,17.78,40.0,2.0555,2.2222,23.428399999999996
2513,2513,3.7,61.11,0.0,31.48,3.7,0.0,3.45,0.0,24.14,0.0,51.72,0.0,13.79,0.0,6.9,33.24,8.59,6.65,20.78,30.75,2.3146,2.3215,22.0688
2514,2514,0.82,70.49,0.0,26.23,2.46,0.0,1.16,0.0,20.93,0.0,47.67,3.49,6.98,3.49,16.28,39.68,23.55,6.13,15.48,15.16,2.2786999999999997,2.9581999999999997,19.301600000000004
2515,2515,26.67,50.0,0.0,20.0,3.33,0.0,0.0,0.0,28.57,14.29,0.0,21.43,0.0,0.0,35.71,28.23,4.84,3.23,23.39,40.32,1.9666000000000003,2.0245000000000006,7.4281999999999995
2516,2516,13.04,62.32,0.48,21.74,2.42,0.0,11.2,0.0,19.2,0.0,19.2,8.0,8.8,3.2,30.4,35.88,13.06,5.94,21.64,23.48,2.1064,2.5276,23.296
2517,2517,14.44,62.22,2.78,18.33,2.22,2.0,21.0,1.0,3.0,0.0,14.0,1.0,40.0,15.0,3.0,38.87,12.55,17.41,22.27,8.91,2.0330999999999997,2.7167999999999997,45.265
2518,2518,14.44,62.22,2.78,18.33,2.22,2.0,21.0,1.0,3.0,0.0,14.0,1.0,40.0,15.0,3.0,38.87,12.55,17.41,22.27,8.91,2.0330999999999997,2.7167999999999997,45.265
2519,2519,12.82,64.1,2.56,17.95,2.56,0.0,0.0,0.0,50.0,0.0,35.0,0.0,5.0,0.0,10.0,31.03,15.52,12.07,27.59,13.79,2.0511,2.5172,15.8
2520,2520,20.0,46.67,8.89,22.22,2.22,0.0,0.0,0.0,27.27,0.0,31.82,13.64,4.55,9.09,13.64,31.11,18.89,7.78,18.89,23.33,1.9554999999999998,2.5778,18.547199999999997
2521,2521,15.11,78.55,0.91,5.44,0.0,0.0,0.7,0.0,36.27,0.0,13.03,9.15,1.06,0.0,39.79,61.1,24.69,3.24,5.99,4.99,1.8943999999999996,3.6062000000000007,11.491599999999998
2522,2522,5.0,70.0,0.0,10.0,15.0,0.0,0.0,8.33,8.33,0.0,33.33,25.0,0.0,0.0,25.0,30.77,11.54,0.0,34.62,23.08,2.2,2.2694,10.707249999999998
2523,2523,5.72,61.14,0.7,30.22,2.21,0.16,74.41,0.31,0.63,0.31,2.98,0.63,8.16,11.93,0.47,28.33,24.5,12.94,23.05,11.18,2.2599,2.7143,70.69375
2524,2524,9.79,72.1,1.63,15.66,0.82,0.38,70.04,0.15,1.14,0.08,3.8,0.23,11.33,12.09,0.76,25.33,35.82,7.35,20.19,11.3,2.0505999999999998,2.9078999999999997,68.79095000000001
2525,2525,10.93,74.43,2.65,9.7,2.29,1.6,77.6,0.8,2.8,0.4,3.2,1.6,5.2,4.4,2.4,28.2,6.69,20.93,37.35,6.83,1.9841000000000002,2.256,68.06
2526,2526,12.05,72.08,2.26,12.82,0.79,0.23,80.22,0.12,1.33,0.14,2.84,0.43,6.17,7.96,0.57,35.73,29.89,17.8,14.41,2.17,1.993,3.1466000000000003,72.21610000000001
2527,2527,0.95,18.05,0.71,72.92,7.36,0.92,2.01,0.37,14.1,0.0,63.92,0.73,15.02,1.65,1.28,49.85,13.03,12.05,19.98,5.09,2.7859999999999996,3.0069000000000004,23.22465
2528,2528,34.29,54.29,5.71,5.71,0.0,0.0,0.0,0.0,55.0,0.0,25.0,0.0,0.0,5.0,15.0,31.03,13.79,15.52,15.52,24.14,1.6571,2.4998,15.8
2529,2529,5.2,34.1,1.16,53.18,6.36,0.98,5.88,0.0,27.45,0.0,34.31,1.96,16.67,1.96,10.78,30.75,21.55,7.51,18.64,21.55,2.5318,2.6441000000000003,23.654599999999995
2530,2530,5.48,69.86,5.48,19.18,0.0,0.0,2.08,0.0,18.75,2.08,33.33,4.17,25.0,2.08,12.5,31.84,26.82,4.47,13.97,22.91,2.0822,2.8046,23.036400000000004
2531,2531,9.5,75.57,1.36,13.12,0.45,0.0,5.73,1.91,11.46,1.27,23.57,1.27,40.76,9.55,4.46,35.4,31.95,7.13,16.78,8.74,2.0271,3.0917999999999997,33.14975
2532,2532,25.76,60.61,5.3,8.33,0.0,0.0,1.12,0.0,29.21,0.0,49.44,2.25,11.24,2.25,4.49,26.95,28.72,5.04,18.64,20.65,1.7727000000000002,2.7205,20.584400000000002
2533,2533,13.33,46.67,4.44,4.44,31.11,0.0,35.14,0.0,16.22,5.41,8.11,10.81,5.41,2.7,16.22,15.38,57.69,2.56,10.26,14.1,2.1776,3.2176,37.30259999999999
2534,2534,26.47,14.71,47.06,8.82,2.94,31.58,0.0,5.26,10.53,5.26,5.26,10.53,5.26,5.26,21.05,44.44,9.52,9.52,9.52,26.98,1.3822999999999999,2.7138,10.128099999999998
2535,2535,3.23,19.35,3.23,58.06,16.13,0.0,30.0,0.0,0.0,0.0,25.0,10.0,20.0,10.0,5.0,52.78,2.78,5.56,30.56,8.33,2.6773000000000002,2.7225,43.8
2536,2536,41.67,45.83,4.17,8.33,0.0,7.14,0.0,0.0,57.14,7.14,14.29,7.14,0.0,0.0,7.14,33.33,37.5,0.0,14.58,14.58,1.6248999999999998,3.1247999999999996,10.7858
2537,2537,24.14,13.79,55.17,6.9,0.0,15.79,5.26,5.26,10.53,15.79,0.0,21.05,0.0,0.0,26.32,27.66,23.4,10.64,17.02,21.28,1.2759,2.6382,8.9192
2538,2538,14.29,35.71,0.0,42.86,7.14,0.0,0.0,0.0,33.33,0.0,41.67,16.67,0.0,0.0,8.33,53.33,20.0,6.67,20.0,0.0,2.3571,3.2665999999999995,13.666800000000002
2539,2539,36.84,5.26,47.37,5.26,5.26,0.0,0.0,0.0,17.65,17.65,0.0,17.65,17.65,5.88,23.53,53.13,25.0,6.25,6.25,9.38,1.2629,3.4065,15.6474
2540,2540,13.79,65.52,3.45,17.24,0.0,0.0,0.0,0.0,13.64,4.55,22.73,4.55,27.27,4.55,22.73,47.3,21.62,4.05,6.76,20.27,1.9999999999999998,3.1081,21.912200000000002
2541,2541,1.6,29.79,1.06,55.85,11.7,0.0,2.78,2.78,29.63,8.33,16.67,13.89,3.7,0.93,21.3,31.93,14.08,9.87,25.42,18.7,2.6489,2.4789999999999996,13.591699999999998
2542,2542,7.69,57.69,1.92,25.0,7.69,8.57,0.0,25.71,11.43,11.43,2.86,11.43,5.71,0.0,22.86,53.77,20.75,5.66,12.26,7.55,2.2306,3.2920999999999996,6.95645
2543,2543,18.65,66.27,3.97,9.52,1.59,0.0,0.0,1.07,28.34,7.49,4.81,18.18,2.67,1.07,36.36,57.22,16.45,4.75,8.78,12.8,1.8849,3.2576,9.863949999999999
2544,2544,18.65,66.27,3.97,9.52,1.59,0.0,0.0,1.07,28.34,7.49,4.81,18.18,2.67,1.07,36.36,57.22,16.45,4.75,8.78,12.8,1.8849,3.2576,9.863949999999999
2545,2545,2.88,71.18,0.11,23.8,2.03,0.19,3.65,0.0,18.65,0.19,36.92,1.73,27.31,4.23,7.12,39.49,12.46,18.77,20.12,9.16,2.2284,2.7462,26.648500000000002
2546,2546,12.8,66.4,1.6,17.6,1.6,1.59,3.17,0.0,14.29,0.0,47.62,0.0,23.81,3.17,6.35,34.52,21.43,10.71,23.81,9.52,2.0480000000000005,2.7855000000000003,25.7247
2547,2547,4.55,59.09,0.0,31.82,4.55,0.0,0.0,0.0,22.22,0.0,5.56,27.78,0.0,0.0,44.44,37.04,29.63,0.0,22.22,11.11,2.3184,3.0000999999999998,8.4448
2548,2548,20.83,50.0,0.0,25.0,4.17,0.0,0.0,0.0,30.0,0.0,10.0,20.0,10.0,0.0,30.0,25.64,12.82,12.82,23.08,25.64,2.0833999999999997,2.282,12.8
2549,2549,2.72,78.26,0.0,16.3,2.72,5.96,5.96,7.95,24.5,3.97,29.14,3.31,6.62,3.97,8.61,29.54,48.75,2.14,10.32,9.25,2.1630000000000003,3.3700999999999994,19.565949999999997
2550,2550,2.13,55.32,1.06,29.79,11.7,4.23,12.68,4.23,11.27,1.41,26.76,8.45,16.9,11.27,2.82,32.61,34.24,3.8,15.76,13.59,2.383,3.0435000000000003,31.02565
2551,2551,2.54,72.88,1.69,17.8,5.08,7.69,4.4,3.3,8.79,14.29,28.57,9.89,14.29,4.4,4.4,41.03,40.38,4.49,7.69,6.41,2.1863,3.4872,19.7716
2552,2552,1.44,72.05,0.0,21.9,4.61,4.66,8.6,5.02,13.26,7.89,17.2,12.19,19.0,4.3,7.89,36.25,39.52,3.09,12.89,8.25,2.2507,3.3040000000000003,23.4395
2553,2553,2.12,37.4,0.27,51.72,8.49,9.86,12.68,11.27,7.51,4.69,23.0,10.33,12.21,2.82,5.63,48.57,8.22,7.46,26.0,9.75,2.5782,2.7782999999999998,23.333549999999995
2554,2554,3.35,78.81,0.74,13.38,3.72,2.4,38.32,2.4,8.38,2.99,11.98,2.99,14.37,12.57,3.59,47.39,17.97,6.21,25.49,2.94,2.1301,3.0229000000000004,47.850199999999994
2555,2555,3.38,63.52,0.89,30.57,1.64,0.31,3.87,0.1,19.87,0.14,57.76,0.34,13.39,2.02,2.19,60.3,19.94,7.38,8.88,3.49,2.2794,3.4808999999999997,23.7956
2556,2556,3.33,24.76,1.9,58.81,11.19,0.0,44.51,0.55,2.75,0.0,3.3,0.55,17.03,30.22,1.1,13.28,8.23,10.6,32.18,35.71,2.6475,1.7512999999999999,61.65474999999999
2557,2557,16.41,69.22,1.53,11.93,0.92,0.0,6.14,0.15,1.35,0.3,33.68,0.3,49.25,8.53,0.3,37.2,19.27,12.8,17.09,13.64,1.9492999999999998,2.8221,36.670750000000005
2558,2558,10.34,20.69,0.0,37.93,31.03,8.33,0.0,0.0,8.33,0.0,16.67,8.33,58.33,0.0,0.0,15.79,7.02,8.77,38.6,29.82,2.5860000000000003,1.7719999999999998,28.0821
2559,2559,28.07,61.4,6.14,3.51,0.88,0.0,7.87,0.0,5.62,0.0,29.21,0.0,49.44,6.74,1.12,37.66,26.78,5.02,12.55,17.99,1.7017999999999998,2.9834000000000005,36.722
2560,2560,19.75,72.84,0.0,6.17,1.23,0.0,7.62,0.0,0.0,0.0,20.0,0.0,64.76,6.67,0.95,32.66,23.99,7.8,20.23,15.32,1.8762999999999999,2.7775,40.077999999999996
2561,2561,9.4,79.36,1.51,9.23,0.5,0.69,75.74,0.46,0.46,0.23,0.92,0.46,4.58,16.02,0.46,46.08,23.8,11.3,15.21,3.61,1.9882,3.2094,72.34419999999999
2562,2562,10.88,74.71,0.88,12.35,1.18,0.0,83.62,0.0,0.68,0.0,0.34,0.34,3.75,11.26,0.0,51.19,32.36,6.1,8.49,1.86,2.0176999999999996,3.5675,75.3152
2563,2563,0.65,16.18,0.65,63.75,18.77,0.0,21.43,0.79,3.17,1.59,4.76,1.59,33.33,32.54,0.79,27.76,4.11,20.05,36.25,11.83,2.8122000000000003,2.1566,51.49494999999999
2564,2564,19.18,65.3,6.85,7.76,0.91,0.0,3.76,0.0,20.3,1.5,33.08,5.26,8.27,0.75,27.07,36.66,32.61,5.39,15.36,9.97,1.8263999999999998,3.1318999999999995,18.224
2565,2565,4.79,62.33,2.05,26.03,4.79,0.0,4.82,0.0,30.12,1.2,39.76,2.41,8.43,2.41,10.84,33.21,23.83,7.94,18.77,16.25,2.2396000000000003,2.7906,21.227999999999998
2566,2566,18.14,72.12,1.47,7.73,0.55,0.29,3.05,0.03,12.7,0.17,56.0,0.69,21.85,2.36,2.85,39.71,36.77,10.56,10.36,2.6,1.8869,3.4,25.58205
2567,2567,17.62,72.54,1.67,7.58,0.59,0.16,4.39,0.16,20.98,0.81,44.07,3.25,13.98,1.95,10.24,33.19,31.31,9.55,14.67,11.28,1.8888000000000003,3.0305,22.573400000000003
2568,2568,2.75,57.4,0.4,36.28,3.17,0.22,11.71,0.15,5.99,0.11,19.96,0.41,46.36,13.2,1.9,25.4,43.11,9.1,13.74,8.64,2.363,3.1462,40.716350000000006
2569,2569,15.8,67.76,1.59,13.69,1.15,0.17,3.62,0.11,12.95,0.45,45.53,0.96,28.0,4.13,4.07,41.03,24.46,8.54,15.6,10.36,1.9743000000000002,3.0500000000000007,27.609249999999996
2570,2570,10.11,69.47,1.26,18.17,0.98,0.17,9.66,0.24,2.76,0.27,10.51,0.2,48.01,27.42,0.75,37.87,25.63,16.23,15.53,4.74,2.0776,3.0672999999999995,45.893499999999996
2571,2571,12.53,70.84,1.06,14.51,1.06,0.24,4.27,0.16,11.53,0.32,41.69,1.13,33.15,4.6,2.9,32.45,22.42,15.0,17.58,12.54,2.0198,2.796,29.444399999999995
2572,2572,12.97,77.34,1.14,8.04,0.51,0.28,3.75,0.11,14.65,0.17,47.2,1.45,24.89,3.36,4.14,42.7,32.57,8.81,10.61,5.31,1.9444,3.3462,26.565949999999997
2573,2573,15.29,73.41,1.42,9.49,0.38,0.19,11.5,0.16,4.87,0.16,17.69,0.35,48.27,15.4,1.41,40.57,34.49,7.17,11.19,6.58,1.9313999999999996,3.3235,42.0031
2574,2574,8.41,64.91,1.58,22.73,2.37,0.98,12.96,0.24,11.25,0.73,20.54,2.93,37.9,9.05,3.42,33.98,15.71,20.84,23.2,6.26,2.1511,2.699,36.8324
2575,2575,12.73,69.1,1.62,15.34,1.22,0.13,11.06,0.07,4.06,0.2,16.23,0.46,44.0,22.7,1.11,35.2,32.81,7.93,14.72,9.34,2.0223,3.1196,43.914049999999996
2576,2576,12.73,69.1,1.62,15.34,1.22,0.13,11.06,0.07,4.06,0.2,16.23,0.46,44.0,22.7,1.11,35.2,32.81,7.93,14.72,9.34,2.0223,3.1196,43.914049999999996
2577,2577,43.36,42.19,9.38,3.91,1.17,0.0,5.33,0.59,33.14,1.78,28.4,4.14,5.92,0.0,20.71,32.92,23.72,10.84,17.38,15.13,1.5235999999999998,2.8075,18.149749999999997
2578,2578,55.17,28.45,13.79,0.86,1.72,0.0,3.61,0.0,19.28,2.41,40.96,1.2,14.46,3.61,14.46,29.3,43.31,7.64,13.38,6.37,1.3359999999999999,3.2546999999999997,22.596600000000002
2579,2579,11.3,72.17,0.87,13.04,2.61,1.82,92.73,0.0,0.0,0.0,0.0,0.0,3.64,1.82,0.0,13.11,9.74,9.36,43.82,23.97,2.0346,1.7791,76.7502
2580,2580,18.18,60.61,6.06,12.12,3.03,0.0,0.0,0.0,27.27,0.0,40.91,4.55,13.64,0.0,13.64,32.0,20.0,14.0,10.0,24.0,1.9091,2.7,18.183600000000002
2581,2581,21.88,58.33,2.08,15.63,2.08,0.0,4.23,0.0,19.72,0.0,29.58,14.08,8.45,1.41,22.54,34.23,21.02,4.04,15.9,24.8,1.9375,2.6978000000000004,18.258799999999997
2582,2582,7.94,77.57,0.0,13.08,1.4,0.0,15.17,0.0,11.72,0.0,26.21,1.38,36.55,4.14,4.83,39.45,23.01,6.85,19.73,10.96,2.0652,2.9423000000000004,36.33
2583,2583,15.04,57.52,2.65,18.58,6.19,0.0,2.94,0.0,39.71,1.47,22.06,13.24,1.47,0.0,19.12,35.29,20.39,4.71,20.39,19.22,2.0704000000000002,2.7175,14.205800000000002
2584,2584,7.31,67.25,2.05,19.3,4.09,0.0,3.0,0.0,22.75,0.0,36.91,3.86,10.3,8.15,15.02,38.19,33.28,6.66,12.2,9.67,2.1403000000000003,3.210699999999999,22.877999999999997
2585,2585,14.69,60.49,2.45,19.93,2.45,0.55,10.5,0.55,7.73,0.0,23.2,0.0,46.41,7.73,3.31,32.1,26.75,13.84,15.31,11.99,2.0526,2.9038,37.44265
2586,2586,7.83,62.05,2.11,23.8,4.22,0.48,3.38,0.0,33.33,0.97,27.05,9.18,5.8,0.48,19.32,38.28,24.81,10.14,14.07,12.71,2.181,2.9942,16.6586
2587,2587,15.52,69.54,0.57,12.64,1.72,0.0,6.06,0.0,19.19,0.0,44.44,0.0,19.19,5.05,6.06,34.48,21.07,14.94,21.07,8.43,1.9825000000000004,2.8158,27.2296
2588,2588,5.93,57.63,0.0,33.9,2.54,0.0,0.0,0.0,48.48,0.0,21.21,4.55,3.03,3.03,19.7,40.15,15.06,6.18,19.31,19.31,2.3051,2.7182,14.8476
2589,2589,10.74,62.42,3.36,23.49,0.0,0.0,1.98,0.0,28.71,0.99,35.64,4.95,7.92,0.0,19.8,43.9,25.3,4.57,13.41,12.8,2.0941,3.1215,17.127
2590,2590,16.49,61.86,3.09,18.56,0.0,0.0,26.67,2.22,2.22,0.0,11.11,4.44,37.78,8.89,6.67,20.18,10.53,11.4,39.91,17.98,1.9898000000000002,2.0353,44.99269999999999
2591,2591,0.0,65.96,2.13,27.66,4.26,0.0,3.03,0.0,36.36,3.03,24.24,3.03,3.03,0.0,27.27,34.85,25.76,4.55,21.21,13.64,2.2981,2.8639000000000006,15.2106
